,50,100,200,400,600,800,1000,1500,2000,2500,3000,4000,5000,6000,8000,10000,12000,14000,16000
50-all gene,1,0.555985167,0.330564931,0.330564931,0.017679236,0.001808819,1.36E-06,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,8.63E-09
100-all gene,0.555985167,1,0.150950452,0.150950452,0.010722475,0.001326872,3.38E-06,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,1.55E-07
200-all gene,0.330564931,0.150950452,1,1,0.024769559,0.00173543,4.40E-08,0,0,0,0,0,0,0,0,0,0,0,2.64E-253
400-all gene,0.330564931,0.150950452,1,1,0.024769559,0.00173543,4.40E-08,0,0,0,0,0,0,0,0,0,0,0,2.64E-253
600-all gene,0.017679236,0.010722475,0.024769559,0.024769559,1,0.397872979,0.017679236,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.00173543,0.002893853
800-all gene,0.001808819,0.001326872,0.00173543,0.00173543,0.397872979,1,0.134596274,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.024769559,0.033239303
1000-all gene,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
1500-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2500-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
3000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
4000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
5000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
6000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
8000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
10000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
12000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
14000-all gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
16000-all gene,8.63E-09,1.55E-07,2.64E-253,2.64E-253,0.002893853,0.033239303,0.357448799,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,0.008206939,1
50-high corr,0.174363488,0.088644327,0.330564931,0.330564931,0.134596274,0.017679236,2.29E-05,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,1.55E-07
100-high corr,0.555985167,1,0.150950452,0.150950452,0.010722475,0.001326872,3.38E-06,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,1.55E-07
200-high corr,0.584329991,0.330564931,1,1,0.087174127,0.014234209,9.01E-05,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,7.32E-06
400-high corr,1,0.555985167,0.330564931,0.330564931,0.017679236,0.001808819,1.36E-06,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,2.02E-09,8.63E-09
600-high corr,3.94E-05,4.84E-05,1.13E-05,1.13E-05,0.0739402,0.355345833,0.555985167,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.150950452,0.174014723
800-high corr,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
1000-high corr,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1500-high corr,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2000-high corr,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2500-high corr,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2900-high corr,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
50-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
100-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
200-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
400-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
600-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
800-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1000-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1500-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2000-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2500-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
3000-high CV gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
50-high feature,0.000538219,0.005162926,1.13E-05,1.13E-05,2.13E-05,3.12E-06,6.58E-09,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,3.87E-10
100-high feature,0.004103192,0.02393892,0.000230931,0.000230931,0.000110582,1.65E-05,6.53E-08,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,7.25E-09
200-high feature,0.134596274,0.355345833,0.024769559,0.024769559,0.002768769,0.000403253,2.33E-06,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,9.02E-08,3.03E-07
400-high feature,0.584329991,0.330564931,1,1,0.087174127,0.014234209,9.01E-05,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,2.73E-06,7.32E-06
600-high feature,0.006357848,0.004164161,0.007685412,0.007685412,0.673319938,0.673319938,0.054371017,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.0113652
800-high feature,0.009868629,0.006201163,0.014234209,0.014234209,0.476212871,1,0.23225706,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.087174127,0.105225866
1000-high feature,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1500-high feature,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
2000-high feature,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2500-high feature,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2900-high feature,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
50-high_feature_2,0.024769559,0.015004964,0.038249615,0.038249615,0.722185826,0.722185826,0.119840095,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.038249615,0.049489287
100-high_feature_2,0.006357848,0.004164161,0.007685412,0.007685412,0.673319938,0.673319938,0.054371017,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.0113652
200-high_feature_2,0.041861106,0.02393892,0.065169488,0.065169488,0.660055653,0.196394472,0.004103192,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000230931,0.000450107
400-high_feature_2,0.006357848,0.004164161,0.007685412,0.007685412,0.673319938,0.673319938,0.054371017,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.007685412,0.0113652
600-high_feature_2,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
800-high_feature_2,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1000-high_feature_2,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
1500-high_feature_2,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2000-high_feature_2,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
2500-high_feature_2,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
50-house keeping gene,0.00578026,0.022487179,0.000839829,0.000839829,0.000200191,3.76E-05,5.02E-07,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,1.55E-07
100-house keeping gene,9.01E-05,0.000839829,2.73E-06,2.73E-06,5.75E-06,9.92E-07,3.70E-09,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,4.25E-10
200-house keeping gene,0.004103192,0.02393892,0.000230931,0.000230931,0.000110582,1.65E-05,6.53E-08,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,1.68E-09,7.25E-09
400-house keeping gene,0.555985167,1,0.150950452,0.150950452,0.010722475,0.001326872,3.38E-06,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,4.40E-08,1.55E-07
600-house keeping gene,0.054115184,0.032044676,0.087174127,0.087174127,1,0.476212871,0.054115184,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.014234209,0.020005087
800-house keeping gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
1000-house keeping gene,0.000794488,0.000587922,0.000839829,0.000839829,0.138738185,0.448634106,0.660055653,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
1500-house keeping gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
2000-house keeping gene,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
2500-house keeping gene,1.36E-06,3.38E-06,4.40E-08,4.40E-08,0.017679236,0.134596274,1,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.330564931,0.357448799
3000-house keeping gene,2.02E-09,4.40E-08,0,0,0.00173543,0.024769559,0.330564931,1,1,1,1,1,1,1,1,1,1,1,0.008206939
50-low CV gene,9.01E-05,0.000839829,2.73E-06,2.73E-06,5.75E-06,9.92E-07,3.70E-09,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,8.21E-11,4.25E-10
100-low CV gene,0.000538219,0.005162926,1.13E-05,1.13E-05,2.13E-05,3.12E-06,6.58E-09,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,7.41E-11,3.87E-10
