intersection
ENSG00000140632
ENSG00000028839
ENSG00000067248
ENSG00000185800
ENSG00000108312
ENSG00000152942
ENSG00000149262
ENSG00000144233
ENSG00000116580
ENSG00000134444
ENSG00000144559
ENSG00000185753
ENSG00000198000
ENSG00000168067
ENSG00000174744
ENSG00000135108
ENSG00000001497
ENSG00000063601
ENSG00000163960
ENSG00000198874
ENSG00000109445
ENSG00000165055
ENSG00000176731
ENSG00000136273
ENSG00000167625
ENSG00000073169
ENSG00000172869
ENSG00000132740
ENSG00000175029
ENSG00000125630
ENSG00000122484
ENSG00000163939
ENSG00000136100
ENSG00000145725
ENSG00000078674
ENSG00000143319
ENSG00000175073
ENSG00000198836
ENSG00000067900
ENSG00000100802
ENSG00000122678
ENSG00000093000
ENSG00000086504
ENSG00000165060
ENSG00000175792
ENSG00000140854
ENSG00000164715
ENSG00000107854
ENSG00000085185
ENSG00000148840
ENSG00000011143
ENSG00000134461
ENSG00000116095
ENSG00000159256
ENSG00000182208
ENSG00000204356
ENSG00000137713
ENSG00000020922
ENSG00000144048
ENSG00000237765
ENSG00000144747
ENSG00000180370
ENSG00000115421
ENSG00000174796
ENSG00000101624
ENSG00000178921
ENSG00000184708
ENSG00000147905
ENSG00000166377
ENSG00000127616
ENSG00000064490
ENSG00000111731
ENSG00000143374
ENSG00000055147
ENSG00000111707
ENSG00000106290
ENSG00000113552
ENSG00000107951
ENSG00000158711
ENSG00000214367
ENSG00000129347
ENSG00000069943
ENSG00000025293
ENSG00000031823
ENSG00000170632
ENSG00000181523
ENSG00000070367
ENSG00000087995
ENSG00000078142
ENSG00000132394
ENSG00000135974
ENSG00000003509
ENSG00000115145
ENSG00000165209
ENSG00000148634
ENSG00000169188
ENSG00000124789
ENSG00000095906
ENSG00000090565
ENSG00000100105
ENSG00000105486
ENSG00000170836
ENSG00000009844
ENSG00000137947
ENSG00000112624
ENSG00000104915
ENSG00000183751
ENSG00000095574
ENSG00000172785
ENSG00000147548
ENSG00000215114
ENSG00000128908
ENSG00000120137
ENSG00000089234
ENSG00000144306
ENSG00000169609
ENSG00000134152
ENSG00000188785
ENSG00000103429
